PEQUENO PARAISO CRECHE;RUA SANTIAGO;359;SERRINHA;60741510;85;32958131;ASSOCIACAOAMORBASE@HOTMAIL.COM;Paralisada;;;N・o;N・o;Municipal;;N・o;N・o;N・o;N・o;;N・o;N・o;N・o;N・o;N・o;;;;;;0
O PENSADOR COLEGIO;RUA DO ENTARDECER;95;MUCURIPE;60181190;85;32631812;COLEGIOOPENSADOR@HOTMAIL.COM;Em Atividade;-38,4746259;-3,726363515;Pr・prio;N・o;Privada;Nao oferece;N・o;N・o;N・o;N・o;;N・o;N・o;N・o;Sim;Sim;18;N・o;Filtrada;Sim;Sim;0
PEQUENO PRINCIPE C EDUCAC;AV GAL ALIPIO DOS SANTOS;300;QUINTINO CUNHA;60351100;;;;Paralisada;;;N・o;N・o;Privada;;N・o;N・o;N・o;N・o;;N・o;N・o;N・o;N・o;N・o;;;;;;0
ESCOLA PEQUENO PRINCIPE;RUA SILVEIRA FILHO;825;JOAO XXIII;60520050;85;32903722;;Em Atividade;-38,57727416;-3,773282594;Pr・prio;N・o;Privada;Nao oferece;N・o;N・o;Sim;N・o;Sim;N・o;Sim;N・o;Sim;N・o;8;N・o;Filtrada;Sim;Sim;3
PEQUENO PRINCIPE INST;RUA CONSELHEIRO TRISTAO;788;FATIMA;60050100;85;32311064;REGINASILVIA.GARCIAREIS@GMAIL.COM;Em Atividade;-38,52729512;-3,740707685;Alugado;N・o;Privada;Nao oferece;Sim;N・o;Sim;N・o;;Sim;Sim;Sim;Sim;Sim;9;N・o;Filtrada;Sim;Sim;3
PROVECTO COLEGIO;AV GODOFREDO MACIEL;2106;MARAPONGA;60710001;85;32961266;LELALOPES2004@YAHOO.COM.BR;Em Atividade;-38,56931117;-3,79394658;Pr・prio;N・o;Privada;Nao oferece;N・o;N・o;Sim;Sim;Sim;N・o;N・o;Sim;Sim;Sim;29;N・o;Filtrada;Sim;Sim;16
PERPETUO SOCORRO ESCOLA DE EDUCACAO BASICA NOSSA SENHORA DO;RUA ESTRADA DO PICI;1283;JOQUEI CLUBE;60510110;;32904621;ESCOLA.ENSPS@HOTMAIL.COM;Em Atividade;-38,57865931;-3,763359957;Pr・prio;Sim;Privada;Nao oferece;N・o;Sim;Sim;Sim;Sim;N・o;Sim;N・o;Sim;N・o;21;N・o;Filtrada;Sim;Sim;30
PESSOA ESCOLINHA PE;RUA SENADOR ALVARO ADOLFO;1199;ANTONIO BEZERRA;60355570;85;34783740;;Paralisada;;;N・o;N・o;Privada;;N・o;N・o;N・o;N・o;;N・o;N・o;N・o;N・o;N・o;;;;;;0
PETER PAN CENTRO EDUCACIONAL;RUA PORTO ALEGRE;46;JOQUEI CLUBE;60510200;85;32905658;;Em Atividade;;;Pr・prio;N・o;Privada;Nao oferece;N・o;N・o;N・o;N・o;;N・o;Sim;N・o;Sim;Sim;5;N・o;Filtrada;Sim;Sim;0
PICA PAU AMARELO CENTRO DE ARTE E RECREACAO;AV RUI BARBOSA;600;ALDEOTA;60115220;85;;;Paralisada;;;N・o;N・o;Privada;;N・o;N・o;N・o;N・o;;N・o;N・o;N・o;N・o;N・o;;;;;;0
PICA PAU ESCOLINHA;RUA SAO MANUEL;1068;MANUEL SATIRO;60713750;85;32962305;;Em Atividade;-38,57541676;-3,79659;Pr・prio;N・o;Privada;Nao oferece;N・o;N・o;N・o;N・o;;N・o;Sim;Sim;Sim;N・o;2;N・o;Filtrada;Sim;Sim;0
PIERRE BEZERRA COLEGIO;RUA 301;26;JANGURUSSU;60866310;85;;;Paralisada;;;N・o;N・o;Privada;;N・o;N・o;N・o;N・o;;N・o;N・o;N・o;N・o;N・o;;;;;;0
PIMENTINHA INSTITUTO;RUA COSTA FREIRE;922;VILA PERI;60730135;;34834924;C0LEGIOPIMENTINHA@BOL.COM.BR;Em Atividade;-38,58252654;-3,789770412;Pr・prio;N・o;Privada;Nao oferece;N・o;N・o;N・o;N・o;;N・o;N・o;N・o;Sim;N・o;8;N・o;Filtrada;Sim;Sim;0
PIMPOLHO CENTRO EDUCACIONAL;RUA 03;52;MESSEJANA;60872000;85;;;Paralisada;;;N・o;N・o;Privada;;N・o;N・o;N・o;N・o;;N・o;N・o;N・o;N・o;N・o;;;;;;0
ANGELUS LTDA COLEGIO EIEF;RUA PROF JOSE HENRIQUE;353;MESSEJANA;60840140;85;32741636;INFORMATICA@COLEGIOANGELUS.COM.BR;Em Atividade;-38,48971843;-3,829271892;Pr・prio;Sim;Privada;Nao oferece;Sim;Sim;Sim;N・o;Sim;N・o;Sim;N・o;Sim;Sim;13;N・o;Filtrada;Sim;Sim;17
IRMA PAOLA PELLANDA COLEGIO;AV LUCIANO CARNEIRO;2010;VILA UNIAO;60410691;85;30310724;COLEGIOPAOLAPELLANDA@BOL.COM.BR;Em Atividade;-38,53719045;-3,765922628;Pr・prio;Sim;Privada;Nao oferece;N・o;N・o;Sim;Sim;;N・o;N・o;N・o;Sim;Sim;13;N・o;Filtrada;Sim;Sim;5
PINHEIRINHO COLEGIO LTDA;RUA JORGE RAUPP;409;MONDUBIM;60190200;85;32961841;DIRECAO@INSTITUTOPINHEIRINHO.COM.BR;Em Atividade;;;Pr・prio;N・o;Privada;Nao oferece;N・o;N・o;Sim;N・o;;Sim;Sim;N・o;Sim;Sim;9;N・o;Filtrada;Sim;Sim;10
INSTITUTO PEDAGOGICO PITUCHINHA;RUA FRANCISCO GLICERIO;1901;VILA MANOEL SATIRO;60711050;85;34879723;GABRIELAFERREIRA01@HOTMAIL.COM;Em Atividade;-38,57841743;-3,794865722;Pr・prio;Sim;Privada;Nao oferece;N・o;N・o;N・o;N・o;Sim;N・o;Sim;N・o;Sim;N・o;9;N・o;Filtrada;Sim;N・o;0
PLANETA VIDA ESCOLA;RUA ROSA LEITE DE OLIVEIRA;899;JARDIM GUANABARA;60341540;85;32287232;GILZELIA13@TERRA.COM.BR;Em Atividade;;;Pr・prio;N・o;Privada;Nao oferece;N・o;N・o;N・o;N・o;;N・o;N・o;N・o;Sim;N・o;8;N・o;Filtrada;Sim;N・o;3
EMEIF PONTES BARBOSA;ARAUJO TORREAO;128;MESSEJANA;60841470;85;34883022;PONTESB@ESCOLA.SME.FORTALEZA.CE.GOV.BR;Em Atividade;-38,4977441;-3,8111134;Pr・prio;N・o;Municipal;Nao oferece;N・o;N・o;N・o;N・o;Sim;N・o;Sim;Sim;N・o;N・o;8;Sim;Filtrada;Sim;Sim;1
EVOLUTIVO COLEGIO;RUA GENERAL SAMPAIO;1742;CENTRO;60020001;85;40088200;SECGERAL@EVOLUTIVO.COM.BR;Extinta;;;N・o;N・o;Privada;;N・o;N・o;N・o;N・o;;N・o;N・o;N・o;N・o;N・o;;;;;;0
APRISCO PROJETO;MONSENHOR FURTADO;759;RODOLFO TEOFILO;60430350;85;32837443;;Paralisada;;;N・o;N・o;Municipal;;N・o;N・o;N・o;N・o;;N・o;N・o;N・o;N・o;N・o;;;;;;0
ORGANIZACAO EDUCACIONAL QUEIROZ BELEM SS LTDA;R 105;120;CONJUNTO ESPERANCA;60763540;85;32962614;PROVASCQB@YAHOO.COM.BR;Em Atividade;;;Pr・prio;N・o;Privada;Nao oferece;Sim;N・o;Sim;Sim;Sim;N・o;Sim;N・o;Sim;Sim;12;N・o;Filtrada;Sim;Sim;19
EMEIF QUINTINO CUNHA;MARIA CLARA;1263;JARDIM GUANABARA;60346218;85;34883275;EMEIFQUINTINOCUNHA@HOTMAIL.COM;Em Atividade;-38,59139336;-3,72445581;Pr・prio;N・o;Municipal;Nao oferece;N・o;N・o;Sim;N・o;Sim;N・o;Sim;Sim;N・o;Sim;12;Sim;Filtrada;Sim;Sim;5
DOM QUINTINO CENTRO DE ESTUDOS;RUA CECIL SALGADO;53;JARDIM GUANABARA;60346150;85;32822102;COLEGIO@DOMQUINTINO.COM.BR;Em Atividade;-38,58956366;-3,724217143;Pr・prio;N・o;Privada;Nao oferece;Sim;Sim;Sim;Sim;Sim;N・o;N・o;Sim;Sim;Sim;38;N・o;Filtrada;Sim;Sim;24
COLEGIO RACHEL DE QUEIROZ I;AVENIDA AGUANAMBI;710;FATIMA;60055400;85;32262950;;Extinta;-38,5257732;-3,743266879;N・o;N・o;Privada;;N・o;N・o;N・o;N・o;;N・o;N・o;N・o;N・o;N・o;;;;;;0
COLEGIO RACHEL DE QUEIROZ II;AVENIDA JOSE LEON;1005;CIDADE DOS FUNCIONARIOS;60822670;;32794085;;Extinta;;;N・o;N・o;Privada;;N・o;N・o;N・o;N・o;;N・o;N・o;N・o;N・o;N・o;;;;;;0
EMEIF RACHEL VIANA MARTINS;TUCUNDUBA;2703;BOM JARDIM;60540121;85;34971870;RACHELVM@ESCOLA.SME.FORTALEZA.CE.GOV.BR;Em Atividade;-38,6244286;-3,7927538;Pr・prio;N・o;Municipal;Nao exclusivamente;Sim;N・o;Sim;N・o;;Sim;Sim;N・o;Sim;Sim;17;Sim;Filtrada;Sim;Sim;16
COLEGIO SAO RAFAEL;AV. IMPERADOR;1490;CENTRO;60015052;85;32312098;IR.IRISLENE@YAHOO.COM.BR;Em Atividade;-38,53666667;-3,7341482;Pr・prio;Sim;Privada;Nao oferece;N・o;N・o;Sim;Sim;Sim;N・o;N・o;N・o;Sim;N・o;24;N・o;Filtrada;Sim;Sim;21
ONDE JESUS E O MESTRE ESCOLA;RUA ROQUETE PINTO;185;MARAPONGA;60710160;85;34952534;;Em Atividade;;;Pr・prio;N・o;Privada;Nao oferece;N・o;N・o;N・o;N・o;Sim;N・o;Sim;N・o;Sim;N・o;7;N・o;Filtrada;Sim;;0
EMEIF RACHEL DE QUEIROZ;C;S/N;PREFEITO JOSE WALTER;60750020;85;32913767;RACHELDEQUEIROZ270@YAHOO.COM.BR;Em Atividade;-38,5498329;-3,8011689;Pr・prio;Sim;Municipal;Nao exclusivamente;N・o;N・o;Sim;N・o;;N・o;N・o;Sim;Sim;Sim;10;Sim;Filtrada;Sim;Sim;17
RAIMUNDO FIRMINIANO DE SOUSA ESC;RUA PERNAMBUCO;85;DEMOCRITO ROCHA;60440140;85;;;Extinta;-38,56153391;-3,764671751;N・o;N・o;Privada;;N・o;N・o;N・o;N・o;;N・o;N・o;N・o;N・o;N・o;;;;;;0
RECANTO PSICOPEDAGOGICO DA ALDEOTA;RUA ARI BARROSO;55;PAPICU;60155550;85;32621818;CONTATO@RECANTOPSICOPEDAGOGICO.ORG;Em Atividade;;;Pr・prio;Sim;Privada;Exclusivamente;N・o;N・o;Sim;N・o;Sim;N・o;N・o;Sim;Sim;N・o;13;Sim;Filtrada;Sim;Sim;10
RENASCER CENTRO EDUCACIONAL;RUA CREUZA ROQUE;305;VILA PERY;60713330;;34841177;SECRETARIA@CERRENASCER.COM.BR;Em Atividade;-38,57792421;-3,800953995;Pr・prio;Sim;Privada;Nao oferece;N・o;N・o;Sim;N・o;Sim;N・o;N・o;N・o;Sim;Sim;14;N・o;Filtrada;Sim;Sim;2
EEF CENTRO DOS RETALHISTAS;AV DA UNIVERSIDADE;3304;BENFICA;60020181;85;31012267;RETALHISTAS@ESCOLA.CE.GOV.BR;Em Atividade;-38,54215076;-3,744234488;Cedido;N・o;Estadual;Nao oferece;N・o;N・o;Sim;N・o;;Sim;Sim;N・o;N・o;Sim;9;Sim;Filtrada;Sim;Sim;10
ANTARES COLEGIO;RUA ALBERTO MONTEZUMA;235;VILA UNIAO;60410770;85;33081500;COLEGIOANTARES@COLEGIOANTARES.COM.BR;Em Atividade;-38,53315753;-3,765809251;Pr・prio;N・o;Privada;Nao oferece;N・o;N・o;Sim;Sim;;N・o;N・o;N・o;Sim;Sim;32;N・o;Filtrada;Sim;Sim;12
SANTA RITA COLEGIO;RUA GILBERTO CAMARA;607;VILA ELLERY;60320280;85;32431705;COLEGIO_SANTARITA@YAHOO.COM.BR;Em Atividade;-38,56256401;-3,724659049;Pr・prio;N・o;Privada;Nao oferece;N・o;N・o;N・o;Sim;;N・o;N・o;N・o;Sim;Sim;7;N・o;Filtrada;Sim;Sim;0
EMEIF ROGACIANO LEITE;45;S/N;PREFEITO JOSE WALTER;60750590;85;32913338;ROGACIANOL@ESCOLA.SME.FORTALEZA.CE.GOV.BR;Em Atividade;-38,559464;-3,827679;Pr・prio;N・o;Municipal;Nao oferece;N・o;N・o;Sim;N・o;;Sim;Sim;N・o;N・o;N・o;7;Sim;Filtrada;Sim;Sim;9
EEFM ARQUITETO ROGERIO FROES;AVENIDA DAS GRAVIOLAS;1000;CIDADE 2000;60190600;85;31017916;ESCOLAROGERIOFROES@YAHOO.COM.BR;Em Atividade;-38,47239387;-3,751561575;Pr・prio;Sim;Estadual;Nao exclusivamente;Sim;Sim;Sim;Sim;Sim;Sim;Sim;N・o;N・o;Sim;20;Sim;Filtrada;Sim;Sim;10
PRESIDENTE ROOSEVELT EEEP;AV BEZERRA DE MENEZES;435;FARIAS BRITO;60325000;85;31012254;PROOSEVELT@ESCOLA.CE.GOV.BR;Em Atividade;-38,54855144;-3,732739067;Pr・prio;Sim;Estadual;Nao oferece;N・o;Sim;Sim;Sim;Sim;N・o;Sim;N・o;N・o;Sim;10;Sim;Filtrada;Sim;Sim;40
ROSA DE SAROM INSTITUTO EDUCACIONAL;RUA AMANCIO VALENTE;1770;CAMBEBA;60830530;85;32290379;RIRACILDA@HOTMAIL.COM;Em Atividade;-38,47931054;-3,808821651;Pr・prio;Sim;Privada;Nao oferece;N・o;N・o;Sim;Sim;Sim;N・o;Sim;N・o;Sim;N・o;12;N・o;Filtrada;Sim;Sim;10
ROSA GATTORNO COLEGIO;RUA CONSELHEIRO ESTELITA;264;CENTRO;60010260;85;32385049;DOMHELDER.INSTITUTO@GMAIL.COM;Em Atividade;-38,53915402;-3,722843617;Pr・prio;Sim;Privada;Nao oferece;N・o;Sim;Sim;Sim;Sim;Sim;Sim;N・o;Sim;Sim;21;N・o;Filtrada;Sim;Sim;30
CORACAO DE MARIA INSTITUTO SAGRADO;RUA SERRA DOURADA;60;PICI;60510510;85;32907374;ESCOLAISCM@GMAIL.COM;Em Atividade;-38,57865587;-3,755184512;Pr・prio;N・o;Privada;Nao oferece;N・o;N・o;N・o;N・o;;Sim;N・o;Sim;Sim;Sim;14;N・o;Filtrada;Sim;Sim;0
EEFM SALES CAMPOS;RUA JACINTO DE MATOS;730;JACARECANGA;60310210;85;31012390;SCAMPOS@ESCOLA.CE.GOV.BR;Em Atividade;-38,5472096;-3,719338158;Pr・prio;Sim;Estadual;Nao exclusivamente;N・o;N・o;Sim;Sim;Sim;N・o;N・o;Sim;N・o;Sim;9;Sim;Filtrada;Sim;Sim;19
SALETE ESCOLA N SRA DE;JOSE FACANHA;;BELA VISTA;60430000;;;;Paralisada;;;N・o;N・o;Privada;;N・o;N・o;N・o;N・o;;N・o;N・o;N・o;N・o;N・o;;;;;;0
SALOME BASTOS COLEGIO;RUA DESEMBARGADOR HERMES PARAIBA;1120;BARRA DO CEARA;60330140;85;32822392;CSALOMEBASTOS@YAHOO.COM.BR;Em Atividade;-38,59347969;-3,712355954;Pr・prio;Sim;Privada;Nao oferece;Sim;N・o;Sim;Sim;Sim;N・o;N・o;Sim;Sim;Sim;30;N・o;Filtrada;Sim;Sim;16
SARA DAVIS CRECHE;RUA ENTRADA DA LUA;170;DOM LUSTOSA;60510600;;32902441;ABBEM@FORTALNET.COM.BR;Paralisada;;;N・o;N・o;Municipal;;N・o;N・o;N・o;N・o;;N・o;N・o;N・o;N・o;N・o;;;;;;0
EEF SEBASTIANA ALDIGUERI;AV. DR. THEBERGE;448;CRISTO REDENTOR;60335480;85;32386598;SALDIGUERI@ESCOLA.CE.GOV.BR;Em Atividade;-38,56288306;-3,708042634;Pr・prio;N・o;Estadual;Nao oferece;N・o;N・o;N・o;N・o;Sim;N・o;N・o;N・o;N・o;Sim;8;Sim;Filtrada;Sim;Sim;0
EMEIF SEBASTIAO DE ABREU;GERALDO BARBOSA;1065;BOM JARDIM;60540340;85;34522493;SEBASTIAOA@ESCOLA.SME.FORTALEZA.CE.GOV.BR;Em Atividade;-38,601836;-3,7919905;Pr・prio;N・o;Municipal;Nao oferece;N・o;N・o;Sim;N・o;Sim;N・o;Sim;N・o;N・o;Sim;14;Sim;Filtrada;Sim;Sim;15
SAO SEBASTIAO CENTRO EDUCACIONAL;RUA GUANABARA;987;DEMOCRITO ROCHA;60441190;85;32251691;SAOSEBASTIAO23@YAHOO.COM.BR;Em Atividade;-38,57097;3,76;Pr・prio;N・o;Privada;Nao oferece;N・o;N・o;Sim;N・o;Sim;N・o;N・o;N・o;Sim;Sim;22;N・o;Filtrada;Sim;Sim;21
INSTITUTO EDUCACIONAL SEMENTE DO SABER;RUA JOAO CORDEIRO;2789;JOAQUIM TAVORA;60110301;85;32521862;JULIANA2001@UOL.COM.BR;Paralisada;;;N・o;N・o;Privada;;N・o;N・o;N・o;N・o;;N・o;N・o;N・o;N・o;N・o;;;;;;0
7 DE SETEMBRO COLEGIO - NGS;AV IMPERADOR;1330;CENTRO;60015052;85;40067783;C7S@C7S.COM.BR;Em Atividade;-38,53630919;-3,732823108;Pr・prio;N・o;Privada;Nao oferece;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;79;N・o;Filtrada;Sim;Sim;156
7 DE SETEMBRO COLEGIO - EBS;RUA HENRIQUETA GALENO;1011;DIONISIO TORRES;60135420;85;40067783;C7S@C7S.COM.BR;Em Atividade;-38,49122184;-3,747594195;Pr・prio;N・o;Privada;Nao oferece;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;74;N・o;Filtrada;Sim;Sim;130
SHALOM COLEGIO;RUA PROF DIAS DA ROCHA;800;ALDEOTA;60170310;85;34528806;COLEGIO@COLEGIOSHALOM.COM.BR;Em Atividade;-38,49271779;-3,737605407;Alugado;N・o;Privada;Nao oferece;Sim;N・o;Sim;Sim;Sim;Sim;N・o;Sim;Sim;Sim;18;N・o;Filtrada;Sim;Sim;12
SILVIA HELENA NOGUEIRA COLEGIO PROFESSORA;RUA 62;140150;JOSE WALTER;60750760;85;34691069;COLEGIOSILVIAHELENA@GMAIL.COM;Em Atividade;-38,55906494;-3,83709445;Pr・prio;Sim;Privada;Nao oferece;N・o;N・o;N・o;N・o;Sim;N・o;Sim;N・o;Sim;N・o;14;N・o;Filtrada;Sim;Sim;0
EMEIF IRMA SIMAS;JOSE SOBREIRA;608;EDSON QUEIROZ;60833570;85;34883284;IRMAS@ESCOLA.SME.FORTALEZA.CE.GOV.BR;Em Atividade;-38,47485867;-3,790414856;Pr・prio;Sim;Municipal;Nao exclusivamente;N・o;Sim;Sim;N・o;;N・o;N・o;Sim;N・o;Sim;11;Sim;Filtrada;Sim;Sim;11
SIMEAO CENTRO EDUCACIONAL SAO;RUA ROSALVO QUINDERE;94;QUINTINO CUNHA;60351200;;;;Extinta;;;N・o;N・o;Privada;;N・o;N・o;N・o;N・o;;N・o;N・o;N・o;N・o;N・o;;;;;;0
SISTEMA COLEGIO;AV IMPERADOR;716;CENTRO;60015050;85;30440220;COLEGIOSISTEMA_2007@YAHOO.COM.BR;Em Atividade;;;Alugado;Sim;Privada;Nao oferece;Sim;N・o;Sim;N・o;Sim;N・o;Sim;Sim;Sim;Sim;18;N・o;Filtrada;Sim;Sim;8
SNOOPY C EDUCAC;RUA OLIVEIRA SOBRINHO;2037;GRANJA PORTUGAL;60540790;85;32946807;CHAOSFILHO@HOTMAIL.COM;Em Atividade;;;Pr・prio;N・o;Privada;Nao oferece;N・o;N・o;N・o;N・o;Sim;N・o;N・o;N・o;Sim;N・o;10;N・o;Filtrada;Sim;Sim;0
SONHO DE CRIANCA ESCOLA;RUA 05;163;JOSE WALTER;60761180;85;34735414;GISELE_GIGI77@HOTMAIL.COM;Em Atividade;-38,55967648;-3,824791886;Pr・prio;N・o;Privada;Nao oferece;Sim;N・o;N・o;N・o;;N・o;Sim;N・o;Sim;Sim;8;N・o;Filtrada;Sim;Sim;0
SONHO DE TALITA ESCOLA;RUA JULIO CESAR;1751;MONTESE;60425350;85;34915859;SONHODETALITA@HOTMAIL.COM;Em Atividade;-37,93451286;-3,847488142;Pr・prio;N・o;Privada;Nao oferece;Sim;N・o;Sim;N・o;;N・o;Sim;Sim;Sim;N・o;7;N・o;Filtrada;Sim;Sim;4
EMEIF TAIS MARIA BEZERRA NOGUEIRA;DE CONTORNO NORTE;710;JANGURUSSU;60866190;85;32693510;TAISMBN@ESCOLA.SME.FORTALEZA.CE.GOV.BR;Em Atividade;-38,5231255;-3,8316496;Pr・prio;N・o;Municipal;Nao exclusivamente;Sim;N・o;Sim;N・o;;Sim;Sim;N・o;Sim;Sim;15;Sim;Filtrada;Sim;Sim;25
EEFM ALMIRANTE TAMANDARE;MANDACARU;1144;JANGURUSSU;60865290;85;31016139;ATAMANDARE@ESCOLA.CE.GOV.BR;Em Atividade;-38,51728081;-3,838836652;Pr・prio;Sim;Estadual;Nao exclusivamente;N・o;N・o;Sim;N・o;Sim;N・o;N・o;Sim;N・o;Sim;13;Sim;Filtrada;Sim;Sim;32
TANCREDO NEVES CENTRO EDUCACIONAL PRESIDENTE;RUA AMAZONAS;490;PAN AMERICANO;60442070;85;34822911;COLEGIOMORANGUINHO@HOTMAIL.COM;Em Atividade;-38,56148;-3,75493989;Pr・prio;Sim;Privada;Nao oferece;N・o;N・o;Sim;N・o;Sim;N・o;Sim;N・o;Sim;N・o;12;N・o;Filtrada;Sim;Sim;10
TANCREDO NEVES CENTRO EDUCACIONAL PRESIDENTE;RUA OSCAR FRANCA;1685;BOM JARDIM;60540370;85;32458452;;Em Atividade;-38,60592619;-3,7899565;Pr・prio;N・o;Privada;Nao oferece;N・o;N・o;N・o;N・o;;N・o;Sim;N・o;Sim;Sim;7;N・o;Filtrada;Sim;Sim;0
ESCOLA DE ENSINO FUNDAMENTAL PRESIDENTE TANCREDO NEVES;RUA CEL FRANCISCO BENTO;17;DOM LUSTOSA;60526350;85;32900565;LASSAMDLA@YAHOO.COM.BR;Extinta;;;N・o;N・o;Privada;;N・o;N・o;N・o;N・o;;N・o;N・o;N・o;N・o;N・o;;;;;;0
EEM PROF TECLA FERREIRA;RUA FCA BEZERRA;417;LAGOA REDONDA;60832560;85;31017803;TFERREIRA@ESCOLA.CE.GOV.BR;Em Atividade;-38,4598175;-3,80499421;Pr・prio;Sim;Estadual;Nao oferece;N・o;N・o;Sim;Sim;;N・o;Sim;N・o;N・o;Sim;8;Sim;Filtrada;Sim;Sim;12
TEREZINHA EDUCANDARIO STA;RUA RAIMUNDO MAGALHAES;111;CRISTO REDENTOR;60310570;85;32280294;EDUSANTATEREZINHA@GMAIL.COM;Paralisada;;;N・o;N・o;Privada;;N・o;N・o;N・o;N・o;;N・o;N・o;N・o;N・o;N・o;;;;;;0
EMEIF PROFESSORA TEREZINHA FERREIRA PARENTE;NELSON COELHO;209;LAGOA REDONDA;60831410;85;34768039;TEREZINHAFP@ESCOLA.SME.FORTALEZA.CE.GOV.BR;Em Atividade;-38,4640754;-3,8274462;Pr・prio;Sim;Municipal;Nao oferece;Sim;N・o;Sim;N・o;Sim;N・o;Sim;N・o;Sim;Sim;14;Sim;Filtrada;Sim;Sim;18
EMEIF THOMAZ POMPEU SOBRINHO;JOSE MENELEU;531;PARANGABA;60160170;85;34951990;THOMAZPS@ESCOLA.SME.FORTALEZA.CE.GOV.BR;Em Atividade;-38,561047;-3,7846429;Pr・prio;Sim;Municipal;Nao oferece;Sim;Sim;Sim;N・o;;Sim;Sim;Sim;Sim;Sim;9;Sim;Filtrada;Sim;Sim;13
THOMAZ POMPEU DE SOUZA BRASIL EIEFM ESCOLA SESI DR;AV. FRANCISCO SA;6623;BARRA DO CEARA;60310003;85;34556238;APSOARES@SFIEC.ORG.BR;Em Atividade;-38,58345247;-3,70827826;Pr・prio;Sim;Privada;Nao oferece;Sim;Sim;Sim;N・o;Sim;Sim;N・o;N・o;Sim;Sim;18;N・o;Filtrada;Sim;Sim;62
TIRADENTES COLEGIO;AV DUQUE DE CAXIAS;1452;CENTRO;60035111;85;32117000;TIRADENTESCENTRO@GMAIL.COM;Em Atividade;-38,53722211;-3,729268198;Pr・prio;N・o;Privada;Nao oferece;N・o;N・o;Sim;Sim;Sim;N・o;Sim;N・o;Sim;N・o;14;N・o;Filtrada;Sim;Sim;12
TOM E JERRY ESC;AV C;655;CONJUNTO CEARA II;60533610;;;;Extinta;;;N・o;N・o;Privada;;N・o;N・o;N・o;N・o;;N・o;N・o;N・o;N・o;N・o;;;;;;0
TOMAS DE AQUINO COL;RUA MARIO MAMEDE;750;FATIMA;60415000;85;40126400;CSTA@VELOXMAIL.COM.BR;Em Atividade;-38,52638478;-3,753570519;Pr・prio;N・o;Privada;Nao oferece;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;27;N・o;Filtrada;Sim;Sim;28
TOPO GIGIO INSTITUTO EDUCACIONAL;RUA PROF LINO ENCARNACAO;490;PARQUELANDIA;60450230;85;32436402;COLEGIOTOPOGIGIO@YAHOO.COM.BR;Em Atividade;-38,53413447;-3,542690179;Pr・prio;N・o;Privada;Nao oferece;N・o;N・o;Sim;N・o;Sim;N・o;N・o;N・o;Sim;Sim;17;N・o;Filtrada;Sim;Sim;15
TREM DA ALEGRIA ESCOLINHA;R MONSENHOR SALAZAR;547;SAO JOAO DO TAUAPE;60130370;85;32721004;ODETELIMAGODINHO@HOTMAIL.COM;Em Atividade;;;Alugado;N・o;Privada;Nao oferece;N・o;N・o;Sim;N・o;;N・o;Sim;Sim;Sim;Sim;9;N・o;Filtrada;Sim;Sim;8
ESCOLINHA TRENZINHO FELIZ;RUA PE. CHEVALIER;212;JOAQUIM TAVORA;60130080;;32314355;TRENFELIZ@BOL.COM.BR;Em Atividade;-38,51869582;-3,74668499;Pr・prio;N・o;Privada;Nao oferece;Sim;N・o;N・o;N・o;;N・o;N・o;Sim;Sim;N・o;7;N・o;Filtrada;Sim;Sim;0
EMEIF CORONEL TRISTAO ALENCAR;JOSE NOGUEIRA;69;PEDRAS;60874670;85;32751590;TRISTAOA@ESCOLA.SME.FORTALEZA.CE.GOV.BR;Em Atividade;-38,50808956;-3,889756563;Pr・prio;Sim;Municipal;Nao oferece;N・o;N・o;Sim;N・o;;N・o;Sim;N・o;N・o;Sim;8;Sim;Filtrada;Sim;Sim;20
EEFM UBIRAJARA INDIO DO CEARA UV-07;RUA 751;SN;CONJUNTO CEARA;60532020;85;31015595;UV7UBIRAJARA@ESCOLA.CE.GOV.BR;Em Atividade;-38,60129766;-3,773851592;Pr・prio;Sim;Estadual;Nao oferece;N・o;N・o;Sim;N・o;Sim;N・o;Sim;N・o;N・o;Sim;13;Sim;Filtrada;Sim;Sim;36
ESCOLINHA PROJETO UNIAO;RUA ERETIDES DE ALENCAR;302;JARDIM IRACEMA;60341020;85;32865347;PROJETO_UNIAO@YAHOO.COM.BR;Paralisada;;;N・o;N・o;Privada;;N・o;N・o;N・o;N・o;;N・o;N・o;N・o;N・o;N・o;;;;;;0
HELENA COLEGIO SANTA;AV. CONTORNO NORTE;819;CONJUNTO ESPERANCA;60763730;;32985721;CSHELENA_15@YAHOO.COM.BR;Em Atividade;;;Pr・prio;Sim;Privada;Nao oferece;N・o;N・o;Sim;N・o;Sim;N・o;N・o;Sim;Sim;Sim;13;N・o;Filtrada;Sim;Sim;10
UNIV INFANTIL PIMPOLHO ESC 1 GR;RUA SUICA;890;VILA MANOEL SATIRO;60711030;;;;Paralisada;;;N・o;N・o;Privada;;N・o;N・o;N・o;N・o;;N・o;N・o;N・o;N・o;N・o;;;;;;0
